prompt_id_1,delta_1,prompt_id_2,delta_2,node,node_type,baseline,naive_sum,joint,gap,gap_rel_pct
REQ-01,20.0,REQ-02,30.0,catalogue_workload,workload,4.0171758043494235,6.309472415433116,6.309472415433117,8.881784197001252e-16,2.210952328096989e-14
REQ-01,20.0,REQ-02,30.0,orders_workload,workload,2.011983788239141,2.374764694478073,2.374764694478073,0.0,0.0
REQ-01,20.0,REQ-02,30.0,front-end_cpu,cpu,4.412377268026809,5.5908088698028084,5.5908088698028084,0.0,0.0
REQ-01,20.0,REQ-02,30.0,front-end_mem,mem,104688027.648,104688027.648,104688027.648,0.0,0.0
REQ-01,20.0,REQ-02,30.0,front-end_latency-50,latency,0.03237972126819146,0.03237972126819146,0.03237972126819146,0.0,0.0
REQ-01,20.0,REQ-02,30.0,catalogue_cpu,cpu,0.2502553351809263,0.3968178222181486,0.39681782221814865,5.551115123125783e-17,2.2181805311413287e-14
REQ-01,20.0,REQ-02,30.0,catalogue_mem,mem,6166286.336,6166286.336,6166286.336,0.0,0.0
REQ-01,20.0,REQ-02,30.0,catalogue_latency-50,latency,0.003057379443853061,0.0030711700165719008,0.003080005619705972,8.835603134071338e-06,0.2889926911700653
REQ-01,20.0,REQ-02,30.0,carts_workload,workload,8.068045669907619,12.378452235305389,12.37845223530539,1.7763568394002505e-15,2.2017188698196723e-14
REQ-01,20.0,REQ-02,30.0,user_workload,workload,18.12460249729206,24.32728552794958,24.327285527949584,3.552713678800501e-15,1.9601608804007155e-14
REQ-01,20.0,REQ-02,30.0,payment_workload,workload,2.0107043222833605,2.294350138706217,2.294350138706217,0.0,0.0
REQ-01,20.0,REQ-02,30.0,shipping_workload,workload,2.009718660835001,2.303498652096753,2.303498652096753,0.0,0.0
REQ-01,20.0,REQ-02,30.0,orders_cpu,cpu,2.0535421708762063,2.5338446759070408,2.5338446759070408,0.0,0.0
REQ-01,20.0,REQ-02,30.0,orders_mem,mem,330704245.03153,331792960.08988285,331792960.08988285,0.0,0.0
REQ-01,20.0,REQ-02,30.0,orders_latency-50,latency,0.09967151972482435,0.09967151972482435,0.09967151972482435,0.0,0.0
REQ-01,20.0,REQ-02,30.0,carts_mem,mem,213675622.4,213675622.4,213675622.4,0.0,0.0
REQ-01,20.0,REQ-02,30.0,carts_latency-50,latency,0.17233498618700152,0.17233498618700152,0.17233498618700152,0.0,0.0
REQ-01,20.0,REQ-02,30.0,user_cpu,cpu,1.4911213516555932,1.833373876301153,1.8333738763011533,4.440892098500626e-16,2.9782231295728545e-14
REQ-01,20.0,REQ-02,30.0,user_mem,mem,8097429.504,8097429.504,8097429.504,0.0,0.0
REQ-01,20.0,REQ-02,30.0,user_latency-50,latency,0.004174068090988305,0.004351129437807061,0.004381998994423436,3.086955661637473e-05,0.7395556551418323
REQ-01,20.0,REQ-02,30.0,payment_cpu,cpu,0.08619761643960433,0.08686117609095323,0.08686117609095323,0.0,0.0
REQ-01,20.0,REQ-02,30.0,payment_mem,mem,4582692.864,4582692.864,4582692.864,0.0,0.0
REQ-01,20.0,REQ-02,30.0,payment_latency-50,latency,0.002380057908473373,0.002380057908473373,0.002380057908473373,0.0,0.0
REQ-01,20.0,REQ-02,30.0,shipping_mem,mem,302603804.672,302603804.672,302603804.672,0.0,0.0
REQ-01,20.0,REQ-02,30.0,shipping_latency-50,latency,0.0033298630280377294,0.003348228777753289,0.0033491530307124167,9.242529591278401e-07,0.027756485817751413
REQ-01,20.0,REQ-02,30.0,shipping_cpu,cpu,0.6164847368046862,0.6599209109352892,0.6599209109352892,0.0,0.0
REQ-01,20.0,REQ-02,30.0,carts_cpu,cpu,2.1807711531254403,2.5910881838489583,2.5910881838489592,8.881784197001252e-16,4.072772232094159e-14
REQ-01,20.0,REQ-03,20.0,catalogue_workload,workload,4.0171758043494235,5.851013093216378,5.851013093216378,0.0,0.0
REQ-01,20.0,REQ-03,20.0,orders_workload,workload,2.011983788239141,2.3022085132302865,2.302208513230287,4.440892098500626e-16,2.2072206170146283e-14
REQ-01,20.0,REQ-03,20.0,front-end_cpu,cpu,4.412377268026809,5.355122549447607,5.355122549447609,1.7763568394002505e-15,4.0258498571103093e-14
REQ-01,20.0,REQ-03,20.0,front-end_mem,mem,104688027.648,104688027.648,104688027.648,0.0,0.0
REQ-01,20.0,REQ-03,20.0,front-end_latency-50,latency,0.03237972126819146,0.03237972126819146,0.03237972126819146,0.0,0.0
REQ-01,20.0,REQ-03,20.0,catalogue_cpu,cpu,0.2502553351809263,0.36750532481070414,0.36750532481070414,0.0,0.0
REQ-01,20.0,REQ-03,20.0,catalogue_mem,mem,6166286.336,6166286.336,6166286.336,0.0,0.0
REQ-01,20.0,REQ-03,20.0,catalogue_latency-50,latency,0.003057379443853061,0.0030673589055164874,0.0030716178796683603,4.258974151872923e-06,0.13930145832685892
REQ-01,20.0,REQ-03,20.0,carts_workload,workload,8.068045669907619,11.516370922225832,11.516370922225837,5.329070518200751e-15,6.605156609459017e-14
REQ-01,20.0,REQ-03,20.0,user_workload,workload,18.12460249729206,23.086748921818078,23.086748921818078,0.0,0.0
REQ-01,20.0,REQ-03,20.0,payment_workload,workload,2.0107043222833605,2.2376209754216454,2.237620975421646,4.440892098500626e-16,2.2086251316441887e-14
REQ-01,20.0,REQ-03,20.0,shipping_workload,workload,2.009718660835001,2.2447426538444026,2.244742653844402,-4.440892098500626e-16,-2.2097083462694812e-14
REQ-01,20.0,REQ-03,20.0,orders_cpu,cpu,2.0535421708762063,2.4377841749008735,2.4377841749008744,8.881784197001252e-16,4.3251043601464334e-14
REQ-01,20.0,REQ-03,20.0,orders_mem,mem,330704245.03153,331575217.07821226,331575217.07821226,0.0,0.0
REQ-01,20.0,REQ-03,20.0,orders_latency-50,latency,0.09967151972482435,0.09967151972482435,0.09967151972482435,0.0,0.0
REQ-01,20.0,REQ-03,20.0,carts_mem,mem,213675622.4,213675622.4,213675622.4,0.0,0.0
REQ-01,20.0,REQ-03,20.0,carts_latency-50,latency,0.17233498618700152,0.17233498618700152,0.17233498618700152,0.0,0.0
REQ-01,20.0,REQ-03,20.0,user_cpu,cpu,1.4911213516555932,1.7649233713720411,1.7649233713720411,0.0,0.0
REQ-01,20.0,REQ-03,20.0,user_mem,mem,8097429.504,8097429.504,8097429.504,0.0,0.0
REQ-01,20.0,REQ-03,20.0,user_latency-50,latency,0.004174068090988305,0.004310497119333437,0.004329082471297222,1.8585351963785156e-05,0.44525751757405213
REQ-01,20.0,REQ-03,20.0,payment_cpu,cpu,0.08619761643960433,0.08672846416068344,0.08672846416068344,0.0,0.0
REQ-01,20.0,REQ-03,20.0,payment_mem,mem,4582692.864,4582692.864,4582692.864,0.0,0.0
REQ-01,20.0,REQ-03,20.0,payment_latency-50,latency,0.002380057908473373,0.002380057908473373,0.002380057908473373,0.0,0.0
REQ-01,20.0,REQ-03,20.0,shipping_mem,mem,302603804.672,302603804.672,302603804.672,0.0,0.0
REQ-01,20.0,REQ-03,20.0,shipping_latency-50,latency,0.0033298630280377294,0.0033443800021871824,0.003344977467778275,5.974655910927738e-07,0.01794264767235357
REQ-01,20.0,REQ-03,20.0,shipping_cpu,cpu,0.6164847368046862,0.6512336761091686,0.6512336761091686,0.0,0.0
REQ-01,20.0,REQ-03,20.0,carts_cpu,cpu,2.1807711531254403,2.509024777704254,2.509024777704255,8.881784197001252e-16,4.072772232094159e-14
REQ-01,20.0,REQ-04,10.0,catalogue_workload,workload,4.0171758043494235,5.392553770999639,5.392553770999639,0.0,0.0
